sheet_row,provider_slug,category,product_name,gross_rate_pct,intelisys_supported,sandler_supported,telarus_supported,appdirect_supported,appdirect_saas_supported,candid_net_intelisys,candid_net_sandler,candid_net_telarus,candid_net_appdirect_telco,candid_net_appdirect_saas,customer_preview_pct,note,renewal_scope,pays_on_renewals,payment_basis,paid_on_basis,evergreen_strength,first_commission_timing,upfront_summary,exclusions_summary,partner_network,term_length,partner_terms_raw
1701,wireless-verizon,Mobility,MaaS360 IBM Wandera Mobile Security & Policy Client Device,,true,true,true,true,,12.0,12.0,12.75,12.75,,2.55,,,,,,,,,,,,{}
1702,wireless-verizon,Mobility,MaaS360 Laptop Location,,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1703,wireless-verizon,Mobility,MaaS360 Mobile Threat Management Per Device,,true,true,true,true,,2.4,2.4,2.55,2.55,,0.51,,,,,,,,,,,,{}
1704,wireless-verizon,Mobility,MaaS360 Mobile Threat Management Per User,,true,true,true,true,,4.0,4.0,4.25,4.25,,0.85,,,,,,,,,,,,{}
1705,wireless-verizon,Mobility,MaaS360 Premiere Suite per Device,,true,true,true,true,,10.4,10.4,11.05,11.05,,2.21,,,,,,,,,,,,{}
1706,wireless-verizon,Mobility,MaaS360 Premiere Suite per User,,true,true,true,true,,20.0,20.0,21.25,21.25,,4.25,,,,,,,,,,,,{}
1707,wireless-verizon,Mobility,MaaS360 Secure Mobile Browser Per Device,,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1708,wireless-verizon,Mobility,MaaS360 Secure Mobile Browser Per User,,true,true,true,true,,4.0,4.0,4.25,4.25,,0.85,,,,,,,,,,,,{}
1709,wireless-verizon,Mobility,MaaS360 Teamviewer per Device,,true,true,true,true,,2.4,2.4,2.55,2.55,,0.51,,,,,,,,,,,,{}
1710,wireless-verizon,Mobility,MaaS360 Teamviewer per User,,true,true,true,true,,3.2,3.2,3.4,3.4,,0.68,,,,,,,,,,,,{}
1711,wireless-verizon,Mobility,Marketing,,true,true,true,true,,,,,,,,,,,,,,,,,,,{}
1712,wireless-verizon,Mobility,Mobile Client Feature Only (One Talk),,true,true,true,true,,40.0,40.0,42.5,42.5,,8.5,,,,,,,,,,,,{}
1713,wireless-verizon,Mobility,Mobile Client Feature Only (One Talk) (Government) Month to Month,,true,true,true,true,,32.0,32.0,34.0,34.0,,6.8,,,,,,,,,,,,{}
1714,wireless-verizon,Mobility,Mobile Hotspot (My Biz),,true,true,true,true,,,,,,,,,,,,,,,,,,,{}
1715,wireless-verizon,Mobility,My Biz Plan 1YR or Month to Month CA,,true,true,true,true,,72.0,72.0,76.5,76.5,,15.3,,,,,,,,,,,,{}
1716,wireless-verizon,Mobility,My Biz Plan 2YR CA,,true,true,true,true,,100.0,100.0,106.25,106.25,,21.25,,,,,,,,,,,,{}
1717,wireless-verizon,Mobility,My Biz Plan Installment Contract,,true,true,true,true,,0.72,0.72,0.765,0.765,,0.153,,,,,,,,,,,,{}
1718,wireless-verizon,Mobility,"New Activations & Upgrades 2 YR CA, 1 YR or M2M and Installment Contract",,true,true,true,true,,,,,,,,,,,,,,,,,,,{}
1719,wireless-verizon,Mobility,"New Activations & Upgrades 2 YR CA, 1 YR or M2M and Installment Contract (Government)",,true,true,true,true,,,,,,,,,,,,,,,,,,,{}
1720,wireless-verizon,Mobility,One Talk Deskphone (One Talk Feature Auto Included),,true,true,true,true,,120.0,120.0,127.5,127.5,,25.5,,,,,,,,,,,,{}
1721,wireless-verizon,Mobility,One Talk Deskphone (One Talk Feature Auto Included) (Government) 2 YR,,true,true,true,true,,48.0,48.0,51.0,51.0,,10.2,,,,,,,,,,,,{}
1722,wireless-verizon,Mobility,One Talk Deskphone (One Talk Feature Auto Included) (Government) Mont to Month,,true,true,true,true,,80.0,80.0,85.0,85.0,,17.0,,,,,,,,,,,,{}
1723,wireless-verizon,Mobility,"Postpay Service Activation/Upgrade Commission (3YR,2YR,M2M)",,true,true,true,true,,,,,,,,,,,,,,,,,,,{}
1724,wireless-verizon,Mobility,Potsolve Analog Line,,true,true,true,true,,40.0,40.0,42.5,42.5,,8.5,,,,,,,,,,,,{}
1725,wireless-verizon,Mobility,Potsolve Life and Safety Line,,true,true,true,true,,40.0,40.0,42.5,42.5,,8.5,,,,,,,,,,,,{}
1726,wireless-verizon,Mobility,Potsolve Managed Service,,true,true,true,true,,32.0,32.0,34.0,34.0,,6.8,,,,,,,,,,,,{}
1727,wireless-verizon,Mobility,Premium Network Experience (My Biz),,true,true,true,true,,32.0,32.0,34.0,34.0,,6.8,,,,,,,,,,,,{}
1728,wireless-verizon,Mobility,Productivity,,true,true,true,true,,,,,,,,,,,,,,,,,,,{}
1729,wireless-verizon,Mobility,Samsung Knox Configure Dynamic 1 Year*,,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1730,wireless-verizon,Mobility,Samsung Knox Configure Dynamic 2-Year*,,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1731,wireless-verizon,Mobility,Samsung Knox Configure Dynamic per Seat (1 & 2 Year)*,,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1732,wireless-verizon,Mobility,Samsung Knox Configure Setup (1 & 2 Year)*,,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1733,wireless-verizon,Mobility,Samsung Knox Gov WS monthly license,,true,true,true,true,,5.6,5.6,5.95,5.95,,1.19,,,,,,,,,,,,{}
1734,wireless-verizon,Mobility,Samsung Knox KC Dynamic (1 & 2 Year)*,,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1735,wireless-verizon,Mobility,Samsung Knox KC Setup (1 & 2 Year)*,,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1736,wireless-verizon,Mobility,Samsung Knox KC-D per seat (1 & 2 Year)*,,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1737,wireless-verizon,Mobility,"Samsung Knox Manage (Monthly, 1 & 2 Year)",,true,true,true,true,,2.4,2.4,2.55,2.55,,0.51,,,,,,,,,,,,{}
1738,wireless-verizon,Mobility,Samsung Knox Manage EMM (1 & 2 Year),,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1739,wireless-verizon,Mobility,Samsung Knox Premium EMM license subscription (1 & 2 Year),,true,true,true,true,,1.6,1.6,1.7,1.7,,0.34,,,,,,,,,,,,{}
1740,wireless-verizon,Mobility,Samsung Knox Workspace (1 & 2 Year)*,,true,true,true,true,,2.4,2.4,2.55,2.55,,0.51,,,,,,,,,,,,{}
1741,wireless-verizon,Mobility,Samsung Knox Workspace license subscription (1 & 2 Year),,true,true,true,true,,20.0,20.0,21.25,21.25,,4.25,,,,,,,,,,,,{}
1742,wireless-verizon,Mobility,Security,,true,true,true,true,,,,,,,,,,,,,,,,,,,{}
1743,wireless-verizon,Mobility,Static IP Pricing Update for 4G FWA Lines,,true,true,true,true,,6.4,6.4,6.8,6.8,,1.36,,,,,,,,,,,,{}
1744,wireless-verizon,Mobility,Static IP Pricing Update for 5G FWA Lines,,true,true,true,true,,6.4,6.4,6.8,6.8,,1.36,,,,,,,,,,,,{}
1745,wireless-verizon,Mobility,Surveys,,true,true,true,true,,,,,,,,,,,,,,,,,,,{}
1746,wireless-verizon,Mobility,Unlimited Individual Cloud Storage (My Biz),,true,true,true,true,,32.0,32.0,34.0,34.0,,6.8,,,,,,,,,,,,{}
1747,wireless-verizon,Mobility,Verizon 4G Business Internet Plan,,true,true,true,true,,,,,,,,,,,,,,,,,,,{}
1748,wireless-verizon,Mobility,Verizon Business Assistant,,true,true,true,true,,36.0,36.0,38.25,38.25,,7.65,,,,,,,,,,,,{}
1749,wireless-verizon,Mobility,Verizon Business Complete Unlimited Preferred Plan,,true,true,true,true,,120.0,120.0,127.5,127.5,,25.5,,,,,,,,,,,,{}
1750,wireless-verizon,Mobility,Verizon Business Complete Unlimited Standard Plan,,true,true,true,true,,120.0,120.0,127.5,127.5,,25.5,,,,,,,,,,,,{}
1751,wireless-verizon,Mobility,Verizon Business Internet Security Plus,,true,true,true,true,,20.0,20.0,21.25,21.25,,4.25,,,,,,,,,,,,{}
1752,wireless-verizon,Mobility,Verizon Business Internet Security Preferred,,true,true,true,true,,40.0,40.0,42.5,42.5,,8.5,,,,,,,,,,,,{}
1753,wireless-verizon,Mobility,Verizon Business Mobile Internet Security,,true,true,true,true,,6.4,6.4,6.8,6.8,,1.36,,,,,,,,,,,,{}
1754,wireless-verizon,Mobility,Verizon MDM*,,true,true,true,true,,4.0,4.0,4.25,4.25,,0.85,,,,,,,,,,,,{}
1755,wireless-verizon,Mobility,Verizon Mobile for Microsoft Teams,,true,true,true,true,,12.0,12.0,12.75,12.75,,2.55,,,,,,,,,,,,{}
1756,wireless-verizon,Mobility,Yahoo Small Business LocalWorks (Standard and Premium)*,,true,true,true,true,,28.0,28.0,29.75,29.75,,5.95,,,,,,,,,,,,{}
1757,wireless-watchdogs,Telco,Mobile Device Kitting and Staging Services,12.0,true,true,true,true,,0.096,0.096,0.102,0.102,,0.0204,,renewals_at_standard_rate,true,collected,overall_mrc,strong,1 month after the month in which payment is received by carrier,Residual payments on Wireless Expense Management begin on month two of the contract term going forward. Residual payments on Mobile Device Management begin on month two of the contract term going forward.,,Dataprise - All Customers,All,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": ""Residual payments on Wireless Expense Management begin on month two of the contract term going forward. Residual payments on Mobile Device Management begin on month two of the contract term going forward."", ""notes"": null, ""pay_on_renewals"": ""Yes, 100% standard rate"", ""commission_method"": ""Collected"", ""estimated_first_commission"": ""1 month after the month in which payment is received by carrier""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Dataprise - All Customers"", ""notes"": null}}"
1758,wireless-watchdogs,Telco,Mobile Device Management – Managed Services,15.0,true,true,true,true,,0.12,0.12,0.1275,0.1275,,0.0255,,renewals_at_standard_rate,true,collected,overall_mrc,strong,1 month after the month in which payment is received by carrier,Residual payments on Wireless Expense Management begin on month two of the contract term going forward. Residual payments on Mobile Device Management begin on month two of the contract term going forward.,,Wireless Watchdogs,All,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": ""Residual payments on Wireless Expense Management begin on month two of the contract term going forward. Residual payments on Mobile Device Management begin on month two of the contract term going forward."", ""notes"": null, ""pay_on_renewals"": ""Yes, 100% standard rate"", ""commission_method"": ""Collected"", ""estimated_first_commission"": ""1 month after the month in which payment is received by carrier""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Wireless Watchdogs"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
1759,wireless-watchdogs,Telco,Wireless Expense Management,20.0,true,true,true,true,,0.16,0.16,0.17,0.17,,0.034,,renewals_at_standard_rate,true,collected,has_upfront_schedule,strong,1 month after the month in which payment is received by carrier,Residual payments on Wireless Expense Management begin on month two of the contract term going forward. Residual payments on Mobile Device Management begin on month two of the contract term going forward.,,,,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": ""Residual payments on Wireless Expense Management begin on month two of the contract term going forward. Residual payments on Mobile Device Management begin on month two of the contract term going forward."", ""notes"": null, ""pay_on_renewals"": ""Yes, 100% standard rate"", ""commission_method"": ""Collected"", ""estimated_first_commission"": ""1 month after the month in which payment is received by carrier""}}"
1760,wow-business,Telco,"Cable Internet, COAX Broadband, Business Lines, Video, DIA, PRI/SIP Trunks, Hosted Voice, Ethernet, Data Backup, VMDR and IaaS",20.0,true,true,true,true,,0.16,0.16,0.17,0.17,,0.034,,renewals_at_standard_rate,true,billed,cpe_mrc,strong,1 month after invoice month,,,Zone 1,All,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": null, ""notes"": ""Effective 1/1/2023, the standard commission rate increased from 18% to 20%. Residual rate may drop in the future for new customer sales."", ""pay_on_renewals"": ""Yes, 100% standard rate"", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""1 month after invoice month""}, ""telarus"": {""paid_on"": ""CPE MRC"", ""term"": ""All"", ""network"": ""Zone 1"", ""notes"": null}}"
1761,wowrack,Telco,"Colocation Services, Private Cloud, Public Cloud, Managed Services + Support, DR, Storage, Hosted Exchange and Corporate Cloud Products",15.0,false,false,false,true,,,,,0.1275,,0.0255,,,,,,,,,,,,{}
1762,wowrack,Telco,"Colocation Services, Private Cloud, Public Cloud, Managed Services + Support, DR, Storage, Hosted Exchange and Corporate Cloud Products",15.0,false,false,false,true,,,,,0.1275,,0.0255,,,,,,,,,,,,{}
1763,wrightcore,Telco,Managed Services,20.0,false,false,false,true,,,,,0.17,,0.034,,,,,,,,,,,,{}
1764,wrightcore,Telco,Professional Services,15.0,false,false,false,true,,,,,0.1275,,0.0255,,,,,,,,,,,,{}
1765,xaqt-inc,Telco,Agents-as-a-Service,5.0,false,false,false,true,,,,,0.0425,,0.0085,"Commissions are paid on the established Base Agent Raten (i.e., per billable hour, per minute, per call, or other methods as to be determined). The Base Rate is defined as the minimum billing increment and rate for each agent provided service. Billing rates that exceed the base rate for enhanced agent services, such as for Bilingual Agents or higher skilled Agents, shall be commissioned at the effective Base Rate",,,,,,,,,,,{}
1766,xaqt-inc,Telco,"One Time Set up, NRC",5.0,false,false,false,true,,,,,0.0425,,0.0085,,,,,,,,,,,,{}
1767,xaqt-inc,Telco,Recurring Services,5.0,false,false,false,true,,,,,0.0425,,0.0085,"Any recurring non-software services, such as Workforce Management as a Service",,,,,,,,,,,{}
1768,xaqt-inc,Telco,SaaS,20.0,false,false,false,true,,,,,0.17,,0.034,"Includes all recurring commissionable revenue for Xaqt products only, ie. Cognitive Experience Cloud, Analytics Portals, Workforce Management, or other products that may be released from time-to-time)",,,,,,,,,,,{}
1769,xcitium,Telco,"All recurring solutions and services, including initial professional services cost",25.0,true,true,true,true,,0.2,0.2,0.2125,0.2125,,0.0425,"Monthly residual
commission",renewals_at_standard_rate,true,collected,one_time_upfront,with_risk,1 month after the month in which payment is received by carrier,"10% NRC -- One-time services (including Incident Response Breach Services, PEN Testing)",,Default,All,"{""sandler"": {""evergreen_strength"": ""Evergreen With Risk"", ""upfront_commissions"": ""10% NRC -- One-time services (including Incident Response Breach Services, PEN Testing)"", ""notes"": ""Effective 11/18/2025, One-Time services (including Incident Response Breach Services and PEN Testing) were added as compensable services.\n\nEffective 12/5/2024, commissions for all services decreased from 30% to 25%.\n\nIf Sandler's agreement with Xcitium is terminated for cause due to a material breach by Sandler, commissions paid for 5 years after termination."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Collected"", ""estimated_first_commission"": ""1 month after the month in which payment is received by carrier""}, ""telarus"": {""paid_on"": ""One-Time Commission Upfront"", ""term"": ""All"", ""network"": ""Default"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
1770,xcitium,Telco,"One-time services (e.g., Incident Response Breach Services)",10.0,true,true,true,true,,0.08,0.08,0.085,0.085,,0.017,One-time commission,renewals_at_standard_rate,true,collected,has_upfront_schedule,with_risk,1 month after the month in which payment is received by carrier,"10% NRC -- One-time services (including Incident Response Breach Services, PEN Testing)",,,,"{""sandler"": {""evergreen_strength"": ""Evergreen With Risk"", ""upfront_commissions"": ""10% NRC -- One-time services (including Incident Response Breach Services, PEN Testing)"", ""notes"": ""Effective 11/18/2025, One-Time services (including Incident Response Breach Services and PEN Testing) were added as compensable services.\n\nEffective 12/5/2024, commissions for all services decreased from 30% to 25%.\n\nIf Sandler's agreement with Xcitium is terminated for cause due to a material breach by Sandler, commissions paid for 5 years after termination."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Collected"", ""estimated_first_commission"": ""1 month after the month in which payment is received by carrier""}}"
1771,xenex,Cloud,XeneX,13.0,false,false,false,,true,,,,,0.104,0.0208,,,,,,,,,,,,{}
1772,xpanse,Telco,Connectivity Services,20.0,false,false,false,true,,,,,0.17,,0.034,,,,,,,,,,,,{}
1773,xpanse,Telco,Voice and Managed Services,22.0,false,false,false,true,,,,,0.187,,0.0374,,,,,,,,,,,,{}
1774,xsi-xsnet,Telco,Hardware Maintenance,30.0,false,false,false,true,,,,,0.255,,0.051,,,,,,,,,,,,{}
1775,xtel,Telco,"Product: Rental of SIP / IP Phones, Rental of Network Hardware",10.0,false,false,false,true,,,,,0.085,,0.017,,,,,,,,,,,,{}
1776,xtel,Telco,"Security, Voice, Dedicated Internet Access (DIA)",20.0,false,false,false,true,,,,,0.17,,0.034,,,,,,,,,,,,{}
1777,xtel,Telco,"Wide Area Networks (WAN), Hardware",5.0,false,false,false,true,,,,,0.0425,,0.0085,,,,,,,,,,,,{}
1778,xtium,Telco,Advisory and Assessment Services (Penetration Testing / Security Assessments),10.0,true,true,true,true,,0.08,0.08,0.085,0.085,,0.017,,renewals_at_standard_rate,true,billed,overall_mrc,strong,2 months after invoice month,,,Formally Evolve IP,All,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen (our agreement)"", ""upfront_commissions"": null, ""notes"": ""New rate for software licenses effective 01/01/2020. Also effective 01/01/2020, \""Resale\"" products are not compensable (i.e. access circuits, handset rentals, Microsoft SPLA applies only to SQL, Exchange, Office when server-based).\n\nRegister all new opportunities by filling out this form in order to be compensated on sales."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""2 months after invoice month""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Formally Evolve IP"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
1779,xtium,Telco,"All Core Services - Teams Voice, Webex Voice, UCaaS, CCaaS, DaaS, IaaS, DRaaS & Security Services - MDR, XDR, EDR",20.0,true,true,true,true,,0.16,0.16,0.17,0.17,,0.034,,renewals_at_standard_rate,true,billed,overall_mrc,strong,2 months after invoice month,,,Formally Evolve IP,All,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen (our agreement)"", ""upfront_commissions"": null, ""notes"": ""New rate for software licenses effective 01/01/2020. Also effective 01/01/2020, \""Resale\"" products are not compensable (i.e. access circuits, handset rentals, Microsoft SPLA applies only to SQL, Exchange, Office when server-based).\n\nRegister all new opportunities by filling out this form in order to be compensated on sales."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""2 months after invoice month""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Formally Evolve IP"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
1780,xtium,Telco,All Microsoft Licensing,8.0,true,true,true,true,,0.064,0.064,0.068,0.068,,0.0136,,renewals_at_standard_rate,true,billed,overall_mrc,strong,2 months after invoice month,,,Formally Evolve IP,All,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen (our agreement)"", ""upfront_commissions"": null, ""notes"": ""New rate for software licenses effective 01/01/2020. Also effective 01/01/2020, \""Resale\"" products are not compensable (i.e. access circuits, handset rentals, Microsoft SPLA applies only to SQL, Exchange, Office when server-based).\n\nRegister all new opportunities by filling out this form in order to be compensated on sales."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""2 months after invoice month""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Formally Evolve IP"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
